667884	All generalizations are false, including this one.	828521	همه‌ی تعمیم‌دادن‌ها اشتباه‌اند، ازجمله همین یکی.
667910	Get a bicycle. You will not regret it, if you live.	828527	یک دوچرخه بخرید. پشیمان نخواهید شد، اگر زنده بمانید.
667921	It's easy to make friends, but hard to get rid of them.	1888874	دوست شدن آسان است، ولی از شر آنها خلاص شدن سخت است.
667937	The more you explain it, the more I don't understand it.	828536	هرچه بیشتر آن را توضیح می‌دهید، من بیشتر آنرا نمی‌فهمم.
668412	I don't want to write with this pen.	668403	نمی خواهم با این قلم بنویسم.
670832	Looks aren't everything.	772513	ظاهر و قیافه همه چیز نیست.
673190	What a nice idea!	672808	چه ایده خوبی!
673233	This morning Tom had vegetable soup.	672726	امروز صبح تام سوپ سبزیجات خورد.
673755	I pay 30 euros for every visit to the dentist.	773655	هر بار پیش دندانپزشک می‌روم، 30 یورو می‌پردازم.
678644	All truth passes through three stages. First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as being self-evident.	753871	هر حقیقتی از سه مرحله گذر می کند. اول، به سخره گرفته می شود. دوم، شدیداً مورد مخالفت واقع می شود. سوم، به عنوان یک چیز خود-آشکار پذیرفته می شود.
680051	You have to get above a "C" in the class.	1757145	شما باید در این کلاس بالاتر از سی نمره بگیرید.
680097	The bad weather affected his health.	1757129	آب و هوای بد بر سلامت او تاثیر گذاشت.
680325	Mary has her back to us.	908136	مری به ما پشت کرده است.
680335	The government banned cigarette advertising on television.	1609782	دولت تبلغات سیگار در تلویزیون را ممنوع کرد.
680472	She's beating cancer.	1624232	او با سرطان مبارزه می کند.
680607	A crowd of 500 filled the theater.	2179062	جمعیت حدود 500 نفر تو تیاتر بود.
680966	When will you finish your work?	1602092	کی کارت را تمام خواهی کرد؟
681224	Dolphins are very intelligent animals.	1582699	دلفین ها حیوانات بسیار هوشمندی هستند.
681521	Our planet, Earth, is always in motion.	866452	سیاره‌ی ما، زمین، همواره در حرکت است.
681657	The files are in proper order.	805148	فایلها در نظم خوبی هستند.
681824	The purpose of a roundabout is to slow down traffic.	1624228	هدف از مسیر غیرمستقیم، کاهش ترافیک است.
681849	How did he react to the bad news?	752286	او چگونه به خبرهای ناگوار واکنش نشان داد؟
681864	The recession caused many businesses to close.	2188352	رکود باعث بسته شدن خیلی از تجارت ها شد.
682381	The old woman is too weak to get out of bed.	916210	آن پیرزن آنقدر ضعیف است که نمی تواند از رختخواب برخیزد.
687090	They are not used to our customs yet.	1584098	آنها هنوز به رسوم ما عادت نکرده اند.
687488	What's your blog about?	1774471	ووبلاگ شما در چه موردی است؟
687792	Why is dad in the kitchen?	1558415	چرا پدر در آشپزخانه است؟
688008	You've put on weight.	2171609	چاق شدی.
688026	His appearance and behavior made me ashamed of him.	1582697	ظاهر و رفتار او مرا شرمنده کرد.
688407	I can't remember her name.	688476	من نمی توانم نام او را به خاطر آورم.
688407	I can't remember her name.	689209	نمیتوانم اسم او را به یاد آورم.
689015	Peas and carrots are common ingredients in soups.	1438193	نخود و هویج از افزودنی‌های متداول سوپ هستند.
689018	I was born in 1972.	1757155	من در سال 1972 به دنیا آمده ام.
689895	Can you please watch my bag?	1558376	لطفاً، می توانید مراقب کیف من باشید؟
689898	Who stole something from my bag?	866487	چه کسی چیزی را از کیف من دزدیده است؟
692207	I like to travel.	1044541	دوست دارم مسافرت کنم
694434	My father is going to China.	3498171	پدرم به چین می‌رود.
695367	What is written on the road sign? - ONE WAY.	917649	بروی تابلو راهنمایی و رانندگی چه نوشته شده است؟ -یک طرفه.
696340	I want to go with you, but I'm broke.	1567933	می خواهم با تو بیایم، اما پول ندارم.
705417	The world is a grand ball in which everyone wears a mask.	705502	دنیا یک مهمانی بزرگ است که در آن هر کس ماسکی بر صورت دارد.
705552	That girl who's wearing a scarf is a virgin.	705553	آن دختر که روسری دارد باکره است.
705555	They behave towards Muslims in a way in which no Muslim would behave towards an unbeliever.	705556	آنها طوری با مسلمانان رفتار می کنند که هیچ مسلمانی اینگونه با کافری رفتار نمی کند.
707450	I think we could be great friends.	1567093	فکر می کنم ما بتوانیم دوستان خوبی بشویم.
708204	The knife was so dull that I couldn't cut the meat with it and I had to use my pocketknife.	2171578	چاقو اینقدر کند بود که نتونستم گوشت رو تیکه کنم و مجبور شدم از چاقوی جیبی م استفاده کنم.
715632	We had to show our papers at the security desk.	1569549	در میز حراست می‌بایست مدارکمان را نشان دهیم.
718376	I applied for a summer internship.	866451	من برای کارورزی تابستان ثبت‌نام کردم.
718443	He's gone into hiding.	2174754	او مخفی شده است.
718488	There are wavelengths of light that the human eye cannot perceive.	960879	اینجا طول موجی از نور است که چشم انسان قادر به دیدنش نسیت.
719602	Open the door for love.	786171	در را برای عشق بگشای.
720732	The site http://esperanto.typeit.org/ really facilitated my survival in Tatoeba.	720727	http://esperanto.typeit.org/ این سایت واقعاً بقای مرا در تاتوئبا آسان ساخت.
720739	So many tasty foods can be prepared with eggplants!	720735	چه غذاهای فراوانی قابل طبخ با بادنجان هستند!
724110	You go to school, right?	773633	مدرسه که می‌روی، درست است؟
724414	He is my neighbour.	888667	او همسایه ماست.
724600	Although I was tired, I did my best.	724594	هرچند خسته بودم، حداکثر ممکن سعی ام را کردم.
724601	Although I was tired, I did my very best.	724594	هرچند خسته بودم، حداکثر ممکن سعی ام را کردم.
725116	Even if I had wished to stop, I couldn't.	725102	حتی اگر می خواستم توقف کنم، نمی توانستم.
727375	Thanks for inviting me.	654545	تشکر برای دعوت کردن من.
732293	He refused to say more about that.	732288	او قبول نکرد بیشتر در آن مورد بگوید.
732294	She refused to say more about that matter.	732288	او قبول نکرد بیشتر در آن مورد بگوید.
732295	He refused to say more about it.	732288	او قبول نکرد بیشتر در آن مورد بگوید.
733339	Have you traveled somewhere during the summer?	733334	آیا در طول تابستان به هیچ‌جائی سفر کردید؟
733352	I share this room with my sister.	733349	این اتاق را با خواهرم شریک هستم.
252846	I cannot answer your question.	733369	من نمی‌توانم به سوال شما پاسخ دهم.
733380	I can't answer your question.	733369	من نمی‌توانم به سوال شما پاسخ دهم.
733492	He fascinated me.	733486	من مجذوب او شده بودم.
733493	She fascinated me.	733486	من مجذوب او شده بودم.
735187	"Tatoeba" in Japanese means "for example".	718293	تاتوئبا به ژاپنی یعنی "برای مثال".
737655	He was a pioneer in this field.	737610	او در آن زمینه پیشاهنگ بود.
737657	She was a pioneer in this field.	737610	او در آن زمینه پیشاهنگ بود.
737666	You are completely right.	694650	حق کاملاً با شماست.
737667	You're absolutely right.	694650	حق کاملاً با شماست.
737671	OK, my dear, good night!	737665	خب، عزیز من، شب به‌خیر!
737705	I'm sorry that I cannot come over today.	737700	متاسفم که امروز نمی‌توانم بیایم.
738570	When he was fighting with you, his heart broke in half.	773852	وقتی که با تو دعوا می‌کرد، قلبش دو تکه می‌شد.
739893	Thank you, from the bottom of my heart!	739886	از صمیم قلب متشکرم!
739897	Heartfelt thanks!	739884	تشکر قلبی!
739915	My life would have been completely empty without you.	739912	بدون شما زندگی من کاملاً خالی می‌بود.
739932	Good films broaden our horizons.	739927	فیلم‌های خوب افق دید ما را وسیع‌تر می‌کنند.
740067	I've forgotten his name.	756328	نام او را فراموش کردم.
741168	My father has a habit of reading the newspaper before breakfast.	733465	پدرم عادت دارند قبل از صبحانه روزنامه بخوانند.
741250	The winter's sun gives only little warmth.	741241	آفتاب زمستان فقط کمی گرم می‌کند.
741595	Take a whiff.	2171569	یک پک بزن (در مورد سیگار)
742926	"What are you doing here?" he asked me in surprise.	1074698	او شگفت زده از من پرسید: چکار می کنی؟
743744	Has your neck thickened during the previous year?	1883272	گردنت در سال گذشته کلفت شده است؟
745955	We would've enjoyed our trip if it wasn't for the rain.	745959	اگر به خاطر باران نبود ما از سفرمان لذت می بردیم.
746654	He threw his toy.	852515	او اسباب بازیش را پرت کرد.
749406	When did the error occur?	752499	کی خطا رخ داده است؟
750629	Why do bees die after stinging?	2171106	چرا زنبورها بعد از نیش زدن می میرند؟
750780	I'm sorry, I couldn't write earlier because I was ill.	750838	متأسفم، من نمی توانستم زودتر بنویسم چرا که بیمار بودم.
750783	Thanks for the letter and the wonderful photos of your hometown.	750795	ممنون به خاطر نامه وعکس های بسیار زیبا از زادگاهتان.
751971	His unhappiness when he heard her voice changed into happiness.	714216	بدبختی او هنگامی که صدای او را شنید تبدیل به خوشبختی شد.
754070	Her toe bleeds.	754076	انگشت پای او خونریزی دارد.
754081	Will you buy for me some saffron?	754091	می شود برایم مقداری زعفران بخری؟
757376	What's the time?	1479387	ساعت چند است.
758203	I want to be a better person.	1582711	من می خواهم فرد بهتری باشم.
760541	I don't want to hurt you.	780013	من نمی خواهم به تو آسیبی بزنم.
762135	If you see her from a distance, she is beautiful.	805064	اگر او را با فاصله ببینی، او زیبا است.
763197	In linguistics, the Sapir-Whorf Hypothesis states that there are certain thoughts of an individual in one language that cannot be understood by those who live in another language.	773696	در زبان‌شناسی، فرضیه‌ی ساپیر-ورف می‌گوید که برخی افکار یک فرد در یک زبان برای افرادی که در زبان دیگری زندگی می‌کنند، قابل فهم نیست.
766038	In the south of China, the situation is different.	1440454	در جنوب چین ،وضعیت متفاوت است
770403	Will he ever do it?	1567932	آیا هرگز او آن را انجام خواهد داد؟
772936	He only reads prose.	724246	او فقط نثر می خواند.
772939	She only reads prose.	724246	او فقط نثر می خواند.
773552	I hear you.	848178	صدایت را می شنوم.
778122	What's that vocabulary?	1883255	آن کلمه چه بود؟
778783	It's difficult for me to solve this problem.	696569	برایم دشوار است که این مسئله را حل کنم.
778907	The death of one man is a tragedy. The death of millions is a statistic.	2095076	مرگ یک انسان تراژدی است اما مرگ میلیونها انسان، آمار است.
781148	It must be a birthday cake!	2845244	این باید کیک تولد باشد.
783892	It is common for students to go to school without eating breakfast.	912552	خیلی از اوقات دانش‌آموزان بدون خوردن صبحانه به مدرسه می‌روند.
785310	Many on-line companies need to have a new approach to business to survive.	866435	بسیاری از شرکت‌های آنلاین برای بقا نیازمند داشتن رویکردی جدید در کسب و کار هستند.
785852	She is popular not because of her beauty, but because of her kindness.	785844	او محبوب است، نه به‌خاطر زیبائی‌اش، بلکه به‌خاطر مهربانی‌اش.
786206	He has a big family.	786199	او خانواده‌ی بزرگی دارد.
786207	She has a big family.	786199	او خانواده‌ی بزرگی دارد.
789389	Don't pay attention to him.	2170230	بهش توجه نکن.
789735	I prefer coffee.	732110	قهوه را ترجیح می‌دهم.
791847	From that distance, the ship is similar to an island.	791842	در آن فاصله، آن کشتی شبیه یک جزیره است.
791852	From that distance, the ship resembles an island.	791842	در آن فاصله، آن کشتی شبیه یک جزیره است.
791858	In reply, he didn't say even a word.	791850	او حتی یک کلمه هم پاسخ نداد.
792554	I bought ingredients for curry on Sunday.	1518111	من مواد اولیه برای کاری را روز یکشنبه خریدم.
794170	He greeted the man, and came back home, to his normal, boring routine.	1757154	او با مرد ملاقات کرد و بعد به خانه بازگشت، به زندگی روزمره عادی و خسته کننده اش.
795237	I'm a poor student and I can't pay you.	1793856	من یک دانشجوی فقیرم و نمی توانم پولی به تو بدهم.
798246	What is the capital of Haiti?	1037381	پایتخت هائیتی کجاست؟
798665	She asked for my help.	798656	او از من کمک خواست.
798666	He asked for my help.	798656	او از من کمک خواست.
798684	Why do you suspect me?	798677	چرا به من مظنون هستید؟
798692	Both roads lead to the station.	798685	هردو راه به ایستگاه می‌روند.
799291	If my brother would have been there, he would have known what to do.	698086	اگر برادر من آنجا بود، می دانست چه کار کند.
802219	They could ride and shoot well.	1159063	آنها به خوبی می توانستنند هم برانند وهم تیر اندازی کنند.
802574	They were not at all like average Americans.	908134	آنها اصلاً مانند آمریکایی‌های معمولی نبودند.
802659	They had to find the strongest candidate possible.	866443	آنها می‌بایست قوی‌ترین نامزد ممکن را پیدا کنند.
802994	He would have no part of it.	1888876	حاضر نبود در آن کار مشارکت کند.
803071	He built them on an assembly line.	866445	او آنها را در یک خط مونتاژ ساخت.
803272	He had time to prepare his men for battle.	1758644	او برای آماده کردن مردانش برای جنگ فرصت داشت.
805268	Not all Americans shared Wilson's opinion.	2171592	همه آمریکایی ها عقیده ویلسون رو قبول نداشتند.
807255	In August 1990, Iraq invaded Kuwait.	2736618	در آگوست 1990، عراق به کویت حمله کرد.
807261	Millions of workers lost their jobs.	1558411	میلیون ها کارگر کار خود را از دست دادند.
807579	A grand jury found him not guilty of any crime.	922289	هیئت منصفه‌ی عالی او را از هر جرمی بی‌گناه دانست.
809997	He thought of himself as being charming enough.	752495	او تصور می کرد که به قدر کافی جذاب است.
810000	She thought of herself as being charming enough.	752495	او تصور می کرد که به قدر کافی جذاب است.
810873	You're on the path of success.	822320	شما در مسیر موفقیت هستید.
816866	I can't calculate the final cost without first discussing it with our contractors.	2736616	نمی توانم هزینه نهایی را بدون اینکه ابتدا آن را با پیمانکارهایمان بررسی کنم، محاسبه نمایم.
819857	We are late.	848207	ما دیر کردیم.
820903	Whom did you buy?	822255	چه خریده ای؟
822238	Children that live in homes with vinyl floors are more likely to have autism.	822246	بچه هایی که در خانه با کف پوش های وینیلی زندگی می کنند با احتمال بیشتری اتویسم دارند.
822242	That CD costs 10 dollars.	795695	قیمت آن سی دی 10 دلار است.
822247	She confused a cup of tea with a bottle of vodka.	822248	او یک فنجان چای را با یک بطری ودکا اشتباه گرفته بود.
822334	I've known him for a long time.	822342	مدت زیادی است که من او را می شناسم.
829453	When she falls in love, she looks depressed.	829459	وقتی که او عاشق می شود، افسرده به نظر می آید.
831597	Cut the cake with that knife.	3161338	کیک را با آن چاقو ببرید.
839236	Why is everything going wrong?	839237	چرا همه چیز خراب پیش می رود؟
839238	He is from another world.	839239	او از جهانی دیگر است.
839287	They have not learnt that they must obey their superiors and respect them.	839289	آنها یاد نگرفته اند که باید از مافوقشان اطاعت کنند و به آنها احترام بگذارند.
839295	It must come soon.	839297	باید زودتر بیاید.
839300	They always complain about their superiors.	839304	آنها دائما از مافوقشان شکایت می کنند.
839327	Those people ruin their government, but they don't know how to build it again.	839334	آن مردم دولتشان را نابود می کنند، ولی نمی دانند که آن را چطور دوباره بسازند.
839341	How do you know my name?	839343	چطور نام مرا میدانی؟
839377	How can we learn the truth?	839385	چگونه حقیقت را دریابیم؟
839413	It is not crime against God in Islam that a man has two or more wives.	848068	اینکه مردی دو زن یا بیشتر بگیرد در اسلام گناه محسوب نمی شود.
839425	She wanted to die because she couldn't satisfy her parents.	839428	او می خواست بمیرد چونکه او نمی توانست پدر و مادرش را خوشحال کند.
839562	It took her six years to get up the courage to tell him that she didn't like him anymore.	839603	شش سال طول کشید که جرأت آن را پیدا کند که به او بگوید دیگر او را دوست ندارد.
847975	Above all I want to write hundreds of sentences in Tatoeba, but I have to work.	1581231	از همه مهمتر، من می خواهم صدها جمله در تاتوئبا بنویسم، اما مجبورم کار کنم.
852339	On the one hand I called you to invite you to dinner, on the other to tell you my son is getting married.	2165547	از یک طرف می خواستم به شام دعوتت کنم و از طرف دیگه می خواستم بگم که پسرم ازدواج کرده
852889	I forgot to turn off the television before going to sleep.	1040849	من فراموش کردم که تلویزیون را قبل به خواب رفتن خاموش کنم.
853065	He asked for my permission to use the telephone.	2195727	از من اجازه خواست که از تلفن استفاده کنه.
854501	My name is Ludwig.	1527119	نام من لودویگ است.
854501	My name is Ludwig.	1527120	اسم من لودویگ است.
857901	I am very interested in those stories.	857905	من به چنین داستانهایی خیلی علاقه دارم.
858911	He was painfully skinny.	915304	او به شدت لاغر بود.
860096	It's super easy!	907927	فوق‌العاده آسان است.
863452	Iran is the eighteenth largest country in the world.	863454	ایران، هجدهمین کشور بزرگ دنیا است.
863456	Historically, the Persian Gulf belongs to Iran.	863458	از لحاظ تاریخی، خلیج فارس متعلق به ایران است.
863920	We spoke yesterday.	863919	ديروز ما صحبت می کردیم.
864801	Her right eye is blind.	864803	چشم راست او کور است.
864804	No additives have been added to this jam.	864806	هیچ گونه مواد افزودنی به این مربا اضافه نشده است.
867288	I am standing here, face to face with nothing.	867290	من اینجا ایستاده ام، رودررو با هیچ.
867291	Every mistake made me stronger.	867293	هر اشتباه مرا قوی تر کرد.
867296	If you are here, it means you care.	867297	اگر تو اینجا هستی، به این معناست که اهمیت می دهی.
867299	Go, do not wait, the night is coming.	867300	برو، منتظر نمان، شب در حال آمدن است.
867302	The wind is blowing and the fruit knows: It's time to fall down.	867304	باد می وزد و میوه می داند اکنون وقت افتادن است.
873169	Yesterday is when I bought a car.	1519601	دیروز، زمانی است که من یک ماشین خریدم.
873600	How far is it to Brno?	1129940	تا برنو چقدر راهه؟
875625	Today, things are better for the Latino community in the USA.	918286	امروزه، اوضاع برای گروه لاتینی ها ( اهالی آمریکای جنوبی) در ایالات متحده آمریکا بهتر است.
887367	She saw him break the window.	1888871	او دید که آن مرد شیشه را شکست.
888247	No gain, no lose, we are fully equal.	888250	نه سودی، نه زیانی، ما کاملاٌ برابر هستیم.
888257	Life is not an empty shell.	888260	زندگی یک پوسته خالی نیست.
888262	Do not tell me what to do.	888265	به من نگو چه کار کنم.
888266	I as a human being, need respect.	888267	من بعنوان یک موجود انسانی، نیازمند احترام هستم.
888274	I loved freedom all my life.	888276	تمام عمرم، به آزادی عشق می ورزیدم.
888503	He was on the roof with his electric guitar.	888505	او بالا پشت بام بود با گیتار برقی اش.
888509	People said that he is insane.	888510	مردم می گفتند او دیوانه است.
888534	You need a bit of courage to say that you love him.	888538	کمی جرأت نیاز داری تا به او بگویی که دوستش داری.
888657	Please come home sometimes.	888661	لطفا گاهی خانه ما بیا.
890378	You two are really kind.	2174748	شما دو نفر واقعاً مهربان هستید.
890575	It's a no parking area here.	1601520	پارکینگ در اینجا وجود ندارد.
890742	I'm a big fan of Getter Jaani.	916349	من یکی از طرفداران پروپاقرص گتار جانی هستم.
891930	I want to die with Getter Jaani.	896200	می خواهم با گتر جانی بمیرم.
891939	And finally, twelve points to Estonia!	916353	بالاخره دوازده استونیا را نشان داد.
892620	Do you have a problem with this?	1469355	آیا تو با این مشکلی داری؟
895828	Living is my profession and my art.	1883277	زندگی کردن، حرفه و هنر من است.
898998	Strawberries sell for a high price in the winter.	1871911	قیمت توت فرنگی در زمستان بسیار بالاست.
901200	Getter Jaani is very sweet.	916362	گتار جانی خیلی ناز است.
901201	Getter Jaani is the best singer in the Eurovision Song Contest 2011.	916361	گتار جانی بهترین خواننده در مسابقات آواز یوروویژن 2011 است.
904282	He comes from Genoa.	1515602	او اهل جنوا است.
906742	What's your favorite dessert?	1872145	دسر مورد علاقه ات چیست؟
906923	What's your favorite TV show theme song?	2147467	آهنگ برنامه تلویزیونی مورد علاقه ات چیست؟
907403	There is a written and an unwritten law. The one by which we regulate our constitutions in our cities is the written law; that which arises from customs is the unwritten law.	1583158	قانون نوشته و نانوشته ای وجود دارد. قانونی که ما از طریق آن، نهادهای خود را در شهرهایمان قاعده مند می سازیم، قانون نوشته است، قانونی که از عرف ناشی می شود، قانون نانوشته است.
909588	What you spend time doing in your childhood affects the rest of your life.	1519600	آنچه تو در دوران کودکی وقت خود را صرف آن می کنی، بر بقیه زندگیت تاثیر دارد.
916084	Even without makeup, she's very cute.	916317	حتی بدون آرایش او بسیار بانمک است.
918989	Magdalena and Ania are good friends.	944464	ماگدالنا و آنیا دوستان خوبی هستند.
918990	Both Magdalena and Ania are from Poland.	944465	ماگدالنا و آنیا هر دو اهل لهستان هستند.
918991	Ania is interested in computers.	944466	آنیا به کامپیوتر علاقه دارد.
918992	Magdalena is interested in geography.	944467	ماگدالنا به جغرافیا علاقه دارد.
918997	Also Piotr and Lech are good friends.	944468	پیتر و لخ نیز دوستان خوبی هستند.
918998	Both Piotr and Lech are from Poland.	944469	پیتر و لخ هر دو اهل لهستان هستند.
918999	Piotr is interested in soccer.	944470	پیتر به فوتبال علاقه دارد.
919000	Lech is interested in history.	944471	لخ به تاریخ علاقه دارد.
925233	Both of them are unpredictable and impatient.	2759804	هر دوی آنها غیرقابل پیش بینی و عجول هستند.
928289	My mother's feeling better.	2062483	حال مادرم بهتر است.
928311	My father will cook me a delicious meal tomorrow morning.	1056681	فردا صبح، پدرم غذای خوشمزه ای برایم می پزد.
931492	Who's your teacher?	1757140	معلم شما کیست؟
940950	Every even number is the sum of two primes.	2188362	هر عدد زوج مجموع دو عدد اولیه است.
942640	Which languages are spoken in Korea?	1757128	در کره به چه زبانهایی تکلم می شود؟
944962	I'm good at mathematics.	944964	من در ریاضیات مهارت دارم.
948281	This is my email address.	949467	این نشانی پست الکترونیکی من است.
950918	How many times a minute does the average person blink?	2171129	به طور میانگین هر شخص در دقیقه چند بار پلک میزند؟
953307	Have you told anyone where our hideout is?	960915	آیا تو به کسی گفته ای که مخفیگاه ما کجاست؟
953447	I doubt that our new boss will be any worse than the old one.	1558776	شک دارم رییس جدیدمون از قبلیه بدتر باشه.
953458	I got over it. You should, too.	2174747	من بر آن غلبه کردم. تو هم باید همین کار را بکنی.
953818	I'm deeply in love with you.	1883235	من عمیقاً عاشق شما هستم.
953847	I'm sick and tired of all this bickering.	1997539	من از این همه جر و بحث خسته و بیزارم.
954055	It seems like you got up on the wrong side of the bed this morning.	2169860	به نظر میاد از دنده چپ بلند شدی امروز.
954131	Let me tell you a funny story.	1545686	بگذار برایت یک داستان جالب تعریف کنم.
954304	Sometimes I think I'll never be on my own. Both of my parents always seem to need my help.	1888903	بعضی وقت‌ها فکر می‌کنم هیچ وقت به حال خودم نخواهم بود. پدر و مادرم هر دو انگار همیشه به کمک من احتیاج دارند.
954477	We made good time since the traffic was light.	2165589	ترافیک سبک بود مسیر رو خوب اومدیم (زود رسیدیم)
960048	She baked her husband an apple pie.	960953	او برای شوهرش پای سیب پخت.
960181	Last night was very hot and muggy, so I didn't sleep so well.	960943	دیشب هوا خیلی گرم و شرجی بود، به همین خاطر نتوانستم خوب بخوابم.
960765	Forty euros for a scarf? You don't have anything cheaper?	960852	چهل یورو برای یک روسری؟ ازرانتر از آن ندارید؟
965615	Yesterday I was ill.	650234	دیروز کسالت داشتم.
967749	She's worried about your safety.	1583152	او در مورد امنیت شما نگران است.
978153	Please don't be so surprised that I'm speaking this language and listen to the content of what I'm actually saying.	1438181	لطفاً از اینکه من به این زبان صحبت می‌کنم، متعجب نشوید، و به مفهوم آنچه واقعاً می‌گویم، گوش فرا دهید.
978211	Suddenly, I saw a beautiful bird.	792018	ناگهان پرنده‌ی زیبائی را دیدم.
979556	One kilogram of tomato sauce is equivalent to two kilograms of tomatoes.	1624223	یک کیلو سس گوجه برابر با دوکیلو گوجه است.
979769	Anyone knows this travel agency?	1454455	آیا کسی این آژانس مسافرتی را می شناسد؟
984752	You can use my dictionary.	1440488	شما می توانید از فرهنگ لغت من استفاده کنید
986283	Raskolnikov is the protagonist of the book "Crime and Punishment", written by Dostoevsky.	1020228	راسکلنیکوف شخصیت اصلی کتاب جنایت و مکافات، نوشته ی داستایوسکی، است.
997088	What criteria do you use in deciding who to vote for?	1438220	برای تصمیم‌گیری در مورد اینکه به چه کسی رأی بدهید، از چه معیارهایی استفاده می‌کنید؟
1003475	I have to go shopping; I'll be back in an hour.	1010778	من به خرید می روم و یک ساعته بر می گردم.
1003488	Hello, Meg. How are you?	1010780	سلام، مگ. چه طوری؟
1003490	I went to the station to say good-bye to my friend.	1020235	من به ایستگاه رفتم تا با دوستم خداحافظی کنم.
1005645	The place where my mother was born is located in the east of our country.	1005647	جایی که مادرم به دنیا آمده است در شرق کشور قرار دارد.
1005648	Whenever she comes back from a journey, she brings a gift for her daughter.	1005649	هر موقع که از سفری بر می گردد برای دخترش هدیه می آورد.
1005652	My clothes get wet so I took off them.	1005657	لباس هایم خیس شده بودند برای همین آنها را از تن بیرون کردم.
1005663	Although he was writing carefully, he had many mistakes in his writing task.	1005665	گرچه که او با دقت می نوشت ولی اشتباهات زیادی در انشایش داشت.
1005667	Many great scientists had thought about absurd things.	1005669	خیلی از دانشمندان بزرگ راجع به مسائل عجیب و غیر معمول فکر کرده بودند.
1005683	If I had taken the key, I wouldn't be standing behind the door.	1005684	اگر کلید برده بودم، پشت در نایستاده بودم.
1005695	Before you make a decision about your marriage, you should have a consultation with your parents.	1005697	قبل از آنکه تصمیمی راجع به ازدواجت بگیری بهتر است با پدرو مادرت مشورت کنی.
1008204	She got away from us by walking slowly.	1020217	او از ما دور ماند، چون آهسته قدم می زد.
1008810	I didn't know where I should wait for her.	1454452	نمی دانستم کجا باید منتظر او بمانم.
1010130	The children built a sand castle on the beach.	1020213	بچه ها در ساحل قلعه شنی ساختند.
1010677	They threatened to kill me so I gave them my wallet.	1010748	آنها مرا تهدید به مرگ کردند بنا براین من کیفم را به آنها دادم.
1010789	He confessed in court that he was in touch with racist groups.	1010791	او در دادگاه اعتراف کرد که با گروه های نژادپرست در ارتباط بوده است.
1012262	Don't throw away a good opportunity.	1020209	فرصت خوب را به دور نیانداز.
1012408	When she began to stutter, her classmates couldn't help laughing.	1012412	وقتی که او به لکنت افتاد، همکلاسی هایش نتوانستند جلوی خنده شان را بگیرند.
1016260	Do you have any idea how difficult it is to do this?	1016264	تو آیا نظری راجع به سختی انجام این کار داری؟
1016272	He offered me to go to the theater,but there weren't any perfomances on that night.	1016274	او به من تئاتر پیشنهاد کرد ولی هیچ اجرایی آن شب نبود.
1020278	He said to me, "Children are like small animals."	1020281	او به من گفت: بچه ها مثل حیوانات کوچک هستند.
1020300	These workmen, whom the government pays for, are dealing with death in coal mines.	1020302	در معادن زغال سنگ، این کارگران که دولت به آنها حقوق می دهد، با مرگ دست و پنجه نرم می کنند.
1020305	I've never had any student who can solve math problems as fast as you can.	1020307	من قبلا هیچ دانش آموزی نداشتم که به اندازه تو سریع مسائل ریاضی را حل کند.
1020336	He was delighted after he visited his wife in the train station.	1020341	دلش باز شد بعد از اینکه با همسرش در ایستگاه قطار ملاقات کرد.
1020346	I called the police as soon as I saw his dead body on the floor.	1020349	من با پلیس تماس گرفتم، به محض اینکه جسدش را در کف اتاق دیدم.
1021244	I can't reply to your message immediately, since I can't type fast.	1021248	من نمی توانم جواب پیام هایت را فورا بدهم، چون که نمی توانم سریع تایپ کنم.
1022457	In many countries, being gay is a cause for imprisonment.	1022464	در خیلی از کشورها، همجنس باز بودن دلیلی است برای زندانی کردن.
1024419	Tom must decide what to do right away.	1558392	تام باید فوراً تصمیم بگیرد که چه کاری باید انجام دهد.
1024767	Tom is very interested in jazz.	1558375	تام به موسیقی جاز خیلی علاقمند است.
1025265	Tom has to look for a job.	1997536	تام مجبور است دنبال شغلی جدید بگردد.
1025296	Tom has three dogs.	1584097	تام سه سگ دارد.
1025340	Tom has no desire to go to Boston.	1584103	تام تمایلی برای رفتن به بوستون ندارد.
1025484	Tom has a high-pitched voice.	2845242	تام صدای زیری دارد.
1025647	Tom got on the wrong train.	2845240	تام اشتباهی سوار قطار شد.
1025690	Tom gave up his teaching job to become a full-time studio musician.	1883270	تام شغل معلمی را رها کرد تا به طور تمام وقت در استودیو نوازنده شود.
1026001	Tom doesn't live in Boston now.	3033669	تام اکنون در بوستون زندگی نمی کند.
1026070	Tom doesn't know whether it's true or not.	1888883	تام نمی‌داند که این راست است یا نه.
1026083	Tom doesn't know what to do now.	1757139	تام نمی داند الان چه کار کند.
1026381	Tom didn't have time to eat lunch.	2174746	تام برای ناهار خوردن وقت نداشت.
1026557	Tom couldn't see the lake from where he was standing.	1469347	تام نمی توانست از آنجایی که ایستاده بود، دریاچه را ببیند.
1026836	Tom can swim like a fish.	1469345	تام می توان مانند یک ماهی شنا کند.
1028249	Tom often runs into Mary at the supermarket.	2165593	تام بیشتر وقتا ماری رو توی سوپرمارکت می بینه
1028491	Tom is the only person that has any chance to persuade Mary.	1584113	تام تنها کسی است که احتمال دارد ماری را مجاب کند.
